profile,Hs,Tp,beach_slope,water_level
27,2.726,12.14,0.10667,-0.405
27,2.5072,12.535,0.10667,-0.185
27,2.305,12.93,0.10667,0.095
27,2.166,12.14,0.10667,0.315
27,2.157,11.45,0.10667,0.435
27,2.125,12.14,0.10667,0.445
27,1.924,11.45,0.10667,0.255
27,1.824,11.45,0.10667,0.065
27,1.73,12.14,0.10667,-0.175
27,1.744,10.83,0.10667,-0.335
27,1.603,10.83,0.10667,-0.355
27,1.648,10.83,0.10667,-0.315
27,1.69,10.83,0.10667,-0.075
27,1.763,11.45,0.10667,0.185
27,1.661,10.83,0.10667,0.515
27,1.6618,10.144,0.10667,0.795
27,1.6647,9.3684,0.10667,0.925
27,1.6698,8.5983,0.10667,0.915
27,1.6779,7.9298,0.10667,0.735
27,1.6891,7.4584,0.10667,0.395
27,1.704,7.28,0.10667,0.075
27,1.805,13.82,0.10667,-0.205
27,1.871,7.28,0.10667,-0.465
27,2.115,10.27,0.10667,-0.585
27,2.257,9.77,0.10667,-0.495
27,2.683,9.77,0.10667,-0.325
27,2.8265,9.77,0.10667,-0.085
27,2.883,9.77,0.10667,0.165
27,2.795,10.27,0.10667,0.335
27,2.8464,10.643,0.10667,0.425
27,2.931,10.83,0.10667,0.365
27,2.996,10.83,0.10667,0.195
27,2.758,10.83,0.10667,-0.005
27,2.757,10.83,0.10667,-0.195
27,2.693,11.45,0.10667,-0.345
27,2.601,10.83,0.10667,-0.395
27,2.561,10.27,0.10667,-0.275
27,2.385,10.83,0.10667,-0.045
27,2.342,10.27,0.10667,0.255
27,2.238,10.27,0.10667,0.525
27,2.162,10.27,0.10667,0.735
27,2.3,10.27,0.10667,0.855
27,2.1965,9.585,0.10667,0.805
27,2.093,8.9,0.10667,0.595
27,2.199,9.77,0.10667,0.275
27,2.5,9.77,0.10667,-0.025
27,2.75,10.27,0.10667,-0.285
27,2.623,10.83,0.10667,-0.475
27,2.662,10.83,0.10667,-0.565
27,2.753,10.27,0.10667,-0.425
27,2.716,9.77,0.10667,-0.235
27,2.537,10.27,0.10667,0.005
27,2.501,10.27,0.10667,0.235
27,2.467,8.9,0.10667,0.395
27,2.3841,9.585,0.10667,0.445
27,2.26,10.27,0.10667,0.395
27,2.094,9.32,0.10667,0.205
27,2.203,10.27,0.10667,-0.015
27,2.189,9.32,0.10667,-0.155
28,3.875,8.52,0.10426,0.295
28,4.176,8.9,0.10426,0.615
28,4.119,8.9,0.10426,0.865
28,4.301,9.77,0.10426,0.945
28,4.119,9.77,0.10426,0.885
28,4.287,9.32,0.10426,0.645
28,4.506,9.32,0.10426,0.315
28,4.364,9.32,0.10426,-0.035
28,4.299,9.32,0.10426,-0.345
28,4.253,9.77,0.10426,-0.555
28,4.025,9.32,0.10426,-0.605
28,3.923,9.32,0.10426,-0.515
28,3.97,9.77,0.10426,-0.285
28,4.109,9.32,0.10426,0.035
28,3.872,8.52,0.10426,0.295
28,4.039,9.32,0.10426,0.415
28,3.908,9.32,0.10426,0.435
28,3.939,9.32,0.10426,0.285
28,4.141,10.27,0.10426,0.095
28,4.107,10.27,0.10426,-0.125
28,3.874,9.77,0.10426,-0.335
28,3.898,8.9,0.10426,-0.455
28,3.704,10.27,0.10426,-0.425
28,3.5952,10.02,0.10426,-0.285
28,3.501,9.77,0.10426,0.045
28,3.385,10.83,0.10426,0.375
28,3.582,9.77,0.10426,0.685
28,3.589,10.83,0.10426,0.905
28,3.531,10.83,0.10426,0.965
28,3.555,10.83,0.10426,0.825
28,3.588,8.52,0.10426,0.615
28,3.567,8.17,0.10426,0.225
28,3.213,8.52,0.10426,-0.125
28,3.29,9.77,0.10426,-0.455
28,3.009,8.17,0.10426,-0.645
28,3.027,11.45,0.10426,-0.635
28,3.02,9.32,0.10426,-0.545
28,2.916,8.52,0.10426,-0.275
28,2.873,9.77,0.10426,0.005
28,2.8738,9.5971,0.10426,0.235
28,2.8752,9.1463,0.10426,0.375
28,2.876,8.52,0.10426,0.385
28,2.656,7.28,0.10426,0.245
28,2.726,9.77,0.10426,0.035
28,2.648,10.83,0.10426,-0.205
28,2.714,10.3,0.10426,-0.375
28,2.78,9.77,0.10426,-0.435
28,2.731,10.27,0.10426,-0.415
28,2.79,11.45,0.10426,-0.215
28,2.872,11.45,0.10426,0.095
28,3.136,12.93,0.10426,0.425
28,3.0897,12.93,0.10426,0.725
28,2.9954,12.93,0.10426,0.915
28,2.92,12.93,0.10426,0.975
28,2.886,10.83,0.10426,0.805
28,2.866,11.45,0.10426,0.545
28,2.924,12.93,0.10426,0.145
28,3.025,12.93,0.10426,-0.155
28,2.951,12.93,0.10426,-0.505
28,2.727,12.93,0.10426,-0.625
28,2.913,12.93,0.10426,-0.585
28,2.726,12.14,0.10426,-0.405
28,2.5072,12.535,0.10426,-0.185
28,2.305,12.93,0.10426,0.095
28,2.166,12.14,0.10426,0.315
28,2.157,11.45,0.10426,0.435
28,2.125,12.14,0.10426,0.445
28,1.924,11.45,0.10426,0.255
28,1.824,11.45,0.10426,0.065
28,1.73,12.14,0.10426,-0.175
28,1.744,10.83,0.10426,-0.335
28,1.603,10.83,0.10426,-0.355
28,1.648,10.83,0.10426,-0.315
28,1.69,10.83,0.10426,-0.075
28,1.763,11.45,0.10426,0.185
28,1.661,10.83,0.10426,0.515
28,1.6618,10.144,0.10426,0.795
28,1.6647,9.3684,0.10426,0.925
28,1.6698,8.5983,0.10426,0.915
28,1.6779,7.9298,0.10426,0.735
28,1.6891,7.4584,0.10426,0.395
28,1.704,7.28,0.10426,0.075
28,1.805,13.82,0.10426,-0.205
28,1.871,7.28,0.10426,-0.465
28,2.115,10.27,0.10426,-0.585
28,2.257,9.77,0.10426,-0.495
28,2.683,9.77,0.10426,-0.325
28,2.8265,9.77,0.10426,-0.085
28,2.883,9.77,0.10426,0.165
28,2.795,10.27,0.10426,0.335
28,2.8464,10.643,0.10426,0.425
28,2.931,10.83,0.10426,0.365
28,2.996,10.83,0.10426,0.195
28,2.758,10.83,0.10426,-0.005
28,2.757,10.83,0.10426,-0.195
28,2.693,11.45,0.10426,-0.345
28,2.601,10.83,0.10426,-0.395
28,2.561,10.27,0.10426,-0.275
28,2.385,10.83,0.10426,-0.045
28,2.342,10.27,0.10426,0.255
28,2.238,10.27,0.10426,0.525
28,2.162,10.27,0.10426,0.735
28,2.3,10.27,0.10426,0.855
28,2.1965,9.585,0.10426,0.805
28,2.093,8.9,0.10426,0.595
28,2.199,9.77,0.10426,0.275
28,2.5,9.77,0.10426,-0.025
28,2.75,10.27,0.10426,-0.285
28,2.623,10.83,0.10426,-0.475
28,2.662,10.83,0.10426,-0.565
28,2.753,10.27,0.10426,-0.425
28,2.716,9.77,0.10426,-0.235
28,2.537,10.27,0.10426,0.005
28,2.501,10.27,0.10426,0.235
28,2.467,8.9,0.10426,0.395
28,2.3841,9.585,0.10426,0.445
28,2.26,10.27,0.10426,0.395
28,2.094,9.32,0.10426,0.205
28,2.203,10.27,0.10426,-0.015
28,2.189,9.32,0.10426,-0.155
29,3.875,8.52,0.12104,0.295
29,4.176,8.9,0.12104,0.615
29,4.119,8.9,0.12104,0.865
29,4.301,9.77,0.12104,0.945
29,4.119,9.77,0.12104,0.885
29,4.287,9.32,0.12104,0.645
29,4.506,9.32,0.12104,0.315
29,4.364,9.32,0.12104,-0.035
29,4.299,9.32,0.12104,-0.345
29,4.253,9.77,0.12104,-0.555
29,4.025,9.32,0.12104,-0.605
29,3.923,9.32,0.12104,-0.515
29,3.97,9.77,0.12104,-0.285
29,4.109,9.32,0.12104,0.035
29,3.872,8.52,0.12104,0.295
29,4.039,9.32,0.12104,0.415
29,3.908,9.32,0.12104,0.435
29,3.939,9.32,0.12104,0.285
29,4.141,10.27,0.12104,0.095
29,4.107,10.27,0.12104,-0.125
29,3.874,9.77,0.12104,-0.335
29,3.898,8.9,0.12104,-0.455
29,3.704,10.27,0.12104,-0.425
29,3.5952,10.02,0.12104,-0.285
29,3.501,9.77,0.12104,0.045
29,3.385,10.83,0.12104,0.375
29,3.582,9.77,0.12104,0.685
29,3.589,10.83,0.12104,0.905
29,3.531,10.83,0.12104,0.965
29,3.555,10.83,0.12104,0.825
29,3.588,8.52,0.12104,0.615
29,3.567,8.17,0.12104,0.225
29,3.213,8.52,0.12104,-0.125
29,3.29,9.77,0.12104,-0.455
29,3.009,8.17,0.12104,-0.645
29,3.027,11.45,0.12104,-0.635
29,3.02,9.32,0.12104,-0.545
29,2.916,8.52,0.12104,-0.275
29,2.873,9.77,0.12104,0.005
29,2.8738,9.5971,0.12104,0.235
29,2.8752,9.1463,0.12104,0.375
29,2.876,8.52,0.12104,0.385
29,2.656,7.28,0.12104,0.245
29,2.726,9.77,0.12104,0.035
29,2.648,10.83,0.12104,-0.205
29,2.714,10.3,0.12104,-0.375
29,2.78,9.77,0.12104,-0.435
29,2.731,10.27,0.12104,-0.415
29,2.79,11.45,0.12104,-0.215
29,2.872,11.45,0.12104,0.095
29,3.136,12.93,0.12104,0.425
29,3.0897,12.93,0.12104,0.725
29,2.9954,12.93,0.12104,0.915
29,2.92,12.93,0.12104,0.975
29,2.886,10.83,0.12104,0.805
29,2.866,11.45,0.12104,0.545
29,2.924,12.93,0.12104,0.145
29,3.025,12.93,0.12104,-0.155
29,2.951,12.93,0.12104,-0.505
29,2.727,12.93,0.12104,-0.625
29,2.913,12.93,0.12104,-0.585
29,2.726,12.14,0.12104,-0.405
29,2.5072,12.535,0.12104,-0.185
29,2.305,12.93,0.12104,0.095
29,2.166,12.14,0.12104,0.315
29,2.157,11.45,0.12104,0.435
29,2.125,12.14,0.12104,0.445
29,1.924,11.45,0.12104,0.255
29,1.824,11.45,0.12104,0.065
29,1.73,12.14,0.12104,-0.175
29,1.744,10.83,0.12104,-0.335
29,1.603,10.83,0.12104,-0.355
29,1.648,10.83,0.12104,-0.315
29,1.69,10.83,0.12104,-0.075
29,1.763,11.45,0.12104,0.185
29,1.661,10.83,0.12104,0.515
29,1.6618,10.144,0.12104,0.795
29,1.6647,9.3684,0.12104,0.925
29,1.6698,8.5983,0.12104,0.915
29,1.6779,7.9298,0.12104,0.735
29,1.6891,7.4584,0.12104,0.395
29,1.704,7.28,0.12104,0.075
29,1.805,13.82,0.12104,-0.205
29,1.871,7.28,0.12104,-0.465
29,2.115,10.27,0.12104,-0.585
29,2.257,9.77,0.12104,-0.495
29,2.683,9.77,0.12104,-0.325
29,2.8265,9.77,0.12104,-0.085
29,2.883,9.77,0.12104,0.165
29,2.795,10.27,0.12104,0.335
29,2.8464,10.643,0.12104,0.425
29,2.931,10.83,0.12104,0.365
29,2.996,10.83,0.12104,0.195
29,2.758,10.83,0.12104,-0.005
29,2.757,10.83,0.12104,-0.195
29,2.693,11.45,0.12104,-0.345
29,2.601,10.83,0.12104,-0.395
29,2.561,10.27,0.12104,-0.275
29,2.385,10.83,0.12104,-0.045
29,2.342,10.27,0.12104,0.255
29,2.238,10.27,0.12104,0.525
29,2.162,10.27,0.12104,0.735
29,2.3,10.27,0.12104,0.855
29,2.1965,9.585,0.12104,0.805
29,2.093,8.9,0.12104,0.595
29,2.199,9.77,0.12104,0.275
29,2.5,9.77,0.12104,-0.025
29,2.75,10.27,0.12104,-0.285
29,2.623,10.83,0.12104,-0.475
29,2.662,10.83,0.12104,-0.565
29,2.753,10.27,0.12104,-0.425
29,2.716,9.77,0.12104,-0.235
29,2.537,10.27,0.12104,0.005
29,2.501,10.27,0.12104,0.235
29,2.467,8.9,0.12104,0.395
29,2.3841,9.585,0.12104,0.445
29,2.26,10.27,0.12104,0.395
29,2.094,9.32,0.12104,0.205
29,2.203,10.27,0.12104,-0.015
29,2.189,9.32,0.12104,-0.155
30,3.875,8.52,0.16083,0.295
30,4.176,8.9,0.16083,0.615
30,4.119,8.9,0.16083,0.865
30,4.301,9.77,0.16083,0.945
30,4.119,9.77,0.16083,0.885
30,4.287,9.32,0.16083,0.645
30,4.506,9.32,0.16083,0.315
30,4.364,9.32,0.16083,-0.035
30,4.299,9.32,0.16083,-0.345
30,4.253,9.77,0.16083,-0.555
30,4.025,9.32,0.16083,-0.605
30,3.923,9.32,0.16083,-0.515
30,3.97,9.77,0.16083,-0.285
30,4.109,9.32,0.16083,0.035
30,3.872,8.52,0.16083,0.295
30,4.039,9.32,0.16083,0.415
30,3.908,9.32,0.16083,0.435
30,3.939,9.32,0.16083,0.285
30,4.141,10.27,0.16083,0.095
30,4.107,10.27,0.16083,-0.125
30,3.874,9.77,0.16083,-0.335
30,3.898,8.9,0.16083,-0.455
30,3.704,10.27,0.16083,-0.425
30,3.5952,10.02,0.16083,-0.285
30,3.501,9.77,0.16083,0.045
30,3.385,10.83,0.16083,0.375
30,3.582,9.77,0.16083,0.685
30,3.589,10.83,0.16083,0.905
30,3.531,10.83,0.16083,0.965
30,3.555,10.83,0.16083,0.825
30,3.588,8.52,0.16083,0.615
30,3.567,8.17,0.16083,0.225
30,3.213,8.52,0.16083,-0.125
30,3.29,9.77,0.16083,-0.455
30,3.009,8.17,0.16083,-0.645
30,3.027,11.45,0.16083,-0.635
30,3.02,9.32,0.16083,-0.545
30,2.916,8.52,0.16083,-0.275
30,2.873,9.77,0.16083,0.005
30,2.8738,9.5971,0.16083,0.235
30,2.8752,9.1463,0.16083,0.375
30,2.876,8.52,0.16083,0.385
30,2.656,7.28,0.16083,0.245
30,2.726,9.77,0.16083,0.035
30,2.648,10.83,0.16083,-0.205
30,2.714,10.3,0.16083,-0.375
30,2.78,9.77,0.16083,-0.435
30,2.731,10.27,0.16083,-0.415
30,2.79,11.45,0.16083,-0.215
30,2.872,11.45,0.16083,0.095
30,3.136,12.93,0.16083,0.425
30,3.0897,12.93,0.16083,0.725
30,2.9954,12.93,0.16083,0.915
30,2.92,12.93,0.16083,0.975
30,2.886,10.83,0.16083,0.805
30,2.866,11.45,0.16083,0.545
30,2.924,12.93,0.16083,0.145
30,3.025,12.93,0.16083,-0.155
30,2.951,12.93,0.16083,-0.505
30,2.727,12.93,0.16083,-0.625
30,2.913,12.93,0.16083,-0.585
30,2.726,12.14,0.16083,-0.405
30,2.5072,12.535,0.16083,-0.185
30,2.305,12.93,0.16083,0.095
30,2.166,12.14,0.16083,0.315
30,2.157,11.45,0.16083,0.435
30,2.125,12.14,0.16083,0.445
30,1.924,11.45,0.16083,0.255
30,1.824,11.45,0.16083,0.065
30,1.73,12.14,0.16083,-0.175
30,1.744,10.83,0.16083,-0.335
30,1.603,10.83,0.16083,-0.355
30,1.648,10.83,0.16083,-0.315
30,1.69,10.83,0.16083,-0.075
30,1.763,11.45,0.16083,0.185
30,1.661,10.83,0.16083,0.515
30,1.6618,10.144,0.16083,0.795
30,1.6647,9.3684,0.16083,0.925
30,1.6698,8.5983,0.16083,0.915
30,1.6779,7.9298,0.16083,0.735
30,1.6891,7.4584,0.16083,0.395
30,1.704,7.28,0.16083,0.075
30,1.805,13.82,0.16083,-0.205
30,1.871,7.28,0.16083,-0.465
30,2.115,10.27,0.16083,-0.585
30,2.257,9.77,0.16083,-0.495
30,2.683,9.77,0.16083,-0.325
30,2.8265,9.77,0.16083,-0.085
30,2.883,9.77,0.16083,0.165
30,2.795,10.27,0.16083,0.335
30,2.8464,10.643,0.16083,0.425
30,2.931,10.83,0.16083,0.365
30,2.996,10.83,0.16083,0.195
30,2.758,10.83,0.16083,-0.005
30,2.757,10.83,0.16083,-0.195
30,2.693,11.45,0.16083,-0.345
30,2.601,10.83,0.16083,-0.395
30,2.561,10.27,0.16083,-0.275
30,2.385,10.83,0.16083,-0.045
30,2.342,10.27,0.16083,0.255
30,2.238,10.27,0.16083,0.525
30,2.162,10.27,0.16083,0.735
30,2.3,10.27,0.16083,0.855
30,2.1965,9.585,0.16083,0.805
30,2.093,8.9,0.16083,0.595
30,2.199,9.77,0.16083,0.275
30,2.5,9.77,0.16083,-0.025
30,2.75,10.27,0.16083,-0.285
30,2.623,10.83,0.16083,-0.475
30,2.662,10.83,0.16083,-0.565
30,2.753,10.27,0.16083,-0.425
30,2.716,9.77,0.16083,-0.235
30,2.537,10.27,0.16083,0.005
30,2.501,10.27,0.16083,0.235
30,2.467,8.9,0.16083,0.395
30,2.3841,9.585,0.16083,0.445
30,2.26,10.27,0.16083,0.395
30,2.094,9.32,0.16083,0.205
30,2.203,10.27,0.16083,-0.015
30,2.189,9.32,0.16083,-0.155
31,3.875,8.52,0.21014,0.295
31,4.176,8.9,0.21014,0.615
31,4.119,8.9,0.21014,0.865
31,4.301,9.77,0.21014,0.945
31,4.119,9.77,0.21014,0.885
31,4.287,9.32,0.21014,0.645
31,4.506,9.32,0.21014,0.315
31,4.364,9.32,0.21014,-0.035
31,4.299,9.32,0.21014,-0.345
31,4.253,9.77,0.21014,-0.555
31,4.025,9.32,0.21014,-0.605
31,3.923,9.32,0.21014,-0.515
31,3.97,9.77,0.21014,-0.285
31,4.109,9.32,0.21014,0.035
31,3.872,8.52,0.21014,0.295
31,4.039,9.32,0.21014,0.415
31,3.908,9.32,0.21014,0.435
31,3.939,9.32,0.21014,0.285
31,4.141,10.27,0.21014,0.095
31,4.107,10.27,0.21014,-0.125
31,3.874,9.77,0.21014,-0.335
31,3.898,8.9,0.21014,-0.455
31,3.704,10.27,0.21014,-0.425
31,3.5952,10.02,0.21014,-0.285
31,3.501,9.77,0.21014,0.045
31,3.385,10.83,0.21014,0.375
31,3.582,9.77,0.21014,0.685
31,3.589,10.83,0.21014,0.905
31,3.531,10.83,0.21014,0.965
31,3.555,10.83,0.21014,0.825
31,3.588,8.52,0.21014,0.615
31,3.567,8.17,0.21014,0.225
31,3.213,8.52,0.21014,-0.125
31,3.29,9.77,0.21014,-0.455
31,3.009,8.17,0.21014,-0.645
31,3.027,11.45,0.21014,-0.635
31,3.02,9.32,0.21014,-0.545
31,2.916,8.52,0.21014,-0.275
31,2.873,9.77,0.21014,0.005
31,2.8738,9.5971,0.21014,0.235
31,2.8752,9.1463,0.21014,0.375
31,2.876,8.52,0.21014,0.385
31,2.656,7.28,0.21014,0.245
31,2.726,9.77,0.21014,0.035
31,2.648,10.83,0.21014,-0.205
31,2.714,10.3,0.21014,-0.375
31,2.78,9.77,0.21014,-0.435
31,2.731,10.27,0.21014,-0.415
31,2.79,11.45,0.21014,-0.215
31,2.872,11.45,0.21014,0.095
31,3.136,12.93,0.21014,0.425
31,3.0897,12.93,0.21014,0.725
31,2.9954,12.93,0.21014,0.915
31,2.92,12.93,0.21014,0.975
31,2.886,10.83,0.21014,0.805
31,2.866,11.45,0.21014,0.545
31,2.924,12.93,0.21014,0.145
31,3.025,12.93,0.21014,-0.155
31,2.951,12.93,0.21014,-0.505
31,2.727,12.93,0.21014,-0.625
31,2.913,12.93,0.21014,-0.585
31,2.726,12.14,0.21014,-0.405
31,2.5072,12.535,0.21014,-0.185
31,2.305,12.93,0.21014,0.095
31,2.166,12.14,0.21014,0.315
31,2.157,11.45,0.21014,0.435
31,2.125,12.14,0.21014,0.445
31,1.924,11.45,0.21014,0.255
31,1.824,11.45,0.21014,0.065
31,1.73,12.14,0.21014,-0.175
31,1.744,10.83,0.21014,-0.335
31,1.603,10.83,0.21014,-0.355
31,1.648,10.83,0.21014,-0.315
31,1.69,10.83,0.21014,-0.075
31,1.763,11.45,0.21014,0.185
31,1.661,10.83,0.21014,0.515
31,1.6618,10.144,0.21014,0.795
31,1.6647,9.3684,0.21014,0.925
31,1.6698,8.5983,0.21014,0.915
31,1.6779,7.9298,0.21014,0.735
31,1.6891,7.4584,0.21014,0.395
31,1.704,7.28,0.21014,0.075
31,1.805,13.82,0.21014,-0.205
31,1.871,7.28,0.21014,-0.465
31,2.115,10.27,0.21014,-0.585
31,2.257,9.77,0.21014,-0.495
31,2.683,9.77,0.21014,-0.325
31,2.8265,9.77,0.21014,-0.085
31,2.883,9.77,0.21014,0.165
31,2.795,10.27,0.21014,0.335
31,2.8464,10.643,0.21014,0.425
31,2.931,10.83,0.21014,0.365
31,2.996,10.83,0.21014,0.195
31,2.758,10.83,0.21014,-0.005
31,2.757,10.83,0.21014,-0.195
31,2.693,11.45,0.21014,-0.345
31,2.601,10.83,0.21014,-0.395
31,2.561,10.27,0.21014,-0.275
31,2.385,10.83,0.21014,-0.045
31,2.342,10.27,0.21014,0.255
31,2.238,10.27,0.21014,0.525
31,2.162,10.27,0.21014,0.735
31,2.3,10.27,0.21014,0.855
31,2.1965,9.585,0.21014,0.805
31,2.093,8.9,0.21014,0.595
31,2.199,9.77,0.21014,0.275
31,2.5,9.77,0.21014,-0.025
31,2.75,10.27,0.21014,-0.285
31,2.623,10.83,0.21014,-0.475
31,2.662,10.83,0.21014,-0.565
31,2.753,10.27,0.21014,-0.425
31,2.716,9.77,0.21014,-0.235
31,2.537,10.27,0.21014,0.005
31,2.501,10.27,0.21014,0.235
31,2.467,8.9,0.21014,0.395
31,2.3841,9.585,0.21014,0.445
31,2.26,10.27,0.21014,0.395
31,2.094,9.32,0.21014,0.205
31,2.203,10.27,0.21014,-0.015
31,2.189,9.32,0.21014,-0.155
32,3.875,8.52,0.17704,0.295
32,4.176,8.9,0.17704,0.615
32,4.119,8.9,0.17704,0.865
32,4.301,9.77,0.17704,0.945
32,4.119,9.77,0.17704,0.885
32,4.287,9.32,0.17704,0.645
32,4.506,9.32,0.17704,0.315
32,4.364,9.32,0.17704,-0.035
32,4.299,9.32,0.17704,-0.345
32,4.253,9.77,0.17704,-0.555
32,4.025,9.32,0.17704,-0.605
32,3.923,9.32,0.17704,-0.515
32,3.97,9.77,0.17704,-0.285
32,4.109,9.32,0.17704,0.035
32,3.872,8.52,0.17704,0.295
32,4.039,9.32,0.17704,0.415
32,3.908,9.32,0.17704,0.435
32,3.939,9.32,0.17704,0.285
32,4.141,10.27,0.17704,0.095
32,4.107,10.27,0.17704,-0.125
32,3.874,9.77,0.17704,-0.335
32,3.898,8.9,0.17704,-0.455
32,3.704,10.27,0.17704,-0.425
32,3.5952,10.02,0.17704,-0.285
32,3.501,9.77,0.17704,0.045
32,3.385,10.83,0.17704,0.375
32,3.582,9.77,0.17704,0.685
32,3.589,10.83,0.17704,0.905
32,3.531,10.83,0.17704,0.965
32,3.555,10.83,0.17704,0.825
32,3.588,8.52,0.17704,0.615
32,3.567,8.17,0.17704,0.225
32,3.213,8.52,0.17704,-0.125
32,3.29,9.77,0.17704,-0.455
32,3.009,8.17,0.17704,-0.645
32,3.027,11.45,0.17704,-0.635
32,3.02,9.32,0.17704,-0.545
32,2.916,8.52,0.17704,-0.275
32,2.873,9.77,0.17704,0.005
32,2.8738,9.5971,0.17704,0.235
32,2.8752,9.1463,0.17704,0.375
32,2.876,8.52,0.17704,0.385
32,2.656,7.28,0.17704,0.245
32,2.726,9.77,0.17704,0.035
32,2.648,10.83,0.17704,-0.205
32,2.714,10.3,0.17704,-0.375
32,2.78,9.77,0.17704,-0.435
32,2.731,10.27,0.17704,-0.415
32,2.79,11.45,0.17704,-0.215
32,2.872,11.45,0.17704,0.095
32,3.136,12.93,0.17704,0.425
32,3.0897,12.93,0.17704,0.725
32,2.9954,12.93,0.17704,0.915
32,2.92,12.93,0.17704,0.975
32,2.886,10.83,0.17704,0.805
32,2.866,11.45,0.17704,0.545
32,2.924,12.93,0.17704,0.145
32,3.025,12.93,0.17704,-0.155
32,2.951,12.93,0.17704,-0.505
32,2.727,12.93,0.17704,-0.625
32,2.913,12.93,0.17704,-0.585
32,2.726,12.14,0.17704,-0.405
32,2.5072,12.535,0.17704,-0.185
32,2.305,12.93,0.17704,0.095
32,2.166,12.14,0.17704,0.315
32,2.157,11.45,0.17704,0.435
32,2.125,12.14,0.17704,0.445
32,1.924,11.45,0.17704,0.255
32,1.824,11.45,0.17704,0.065
32,1.73,12.14,0.17704,-0.175
32,1.744,10.83,0.17704,-0.335
32,1.603,10.83,0.17704,-0.355
32,1.648,10.83,0.17704,-0.315
32,1.69,10.83,0.17704,-0.075
32,1.763,11.45,0.17704,0.185
32,1.661,10.83,0.17704,0.515
32,1.6618,10.144,0.17704,0.795
32,1.6647,9.3684,0.17704,0.925
32,1.6698,8.5983,0.17704,0.915
32,1.6779,7.9298,0.17704,0.735
32,1.6891,7.4584,0.17704,0.395
32,1.704,7.28,0.17704,0.075
32,1.805,13.82,0.17704,-0.205
32,1.871,7.28,0.17704,-0.465
32,2.115,10.27,0.17704,-0.585
32,2.257,9.77,0.17704,-0.495
32,2.683,9.77,0.17704,-0.325
32,2.8265,9.77,0.17704,-0.085
32,2.883,9.77,0.17704,0.165
32,2.795,10.27,0.17704,0.335
32,2.8464,10.643,0.17704,0.425
32,2.931,10.83,0.17704,0.365
32,2.996,10.83,0.17704,0.195
32,2.758,10.83,0.17704,-0.005
32,2.757,10.83,0.17704,-0.195
32,2.693,11.45,0.17704,-0.345
32,2.601,10.83,0.17704,-0.395
32,2.561,10.27,0.17704,-0.275
32,2.385,10.83,0.17704,-0.045
32,2.342,10.27,0.17704,0.255
32,2.238,10.27,0.17704,0.525
32,2.162,10.27,0.17704,0.735
32,2.3,10.27,0.17704,0.855
32,2.1965,9.585,0.17704,0.805
32,2.093,8.9,0.17704,0.595
32,2.199,9.77,0.17704,0.275
32,2.5,9.77,0.17704,-0.025
32,2.75,10.27,0.17704,-0.285
32,2.623,10.83,0.17704,-0.475
32,2.662,10.83,0.17704,-0.565
32,2.753,10.27,0.17704,-0.425
32,2.716,9.77,0.17704,-0.235
32,2.537,10.27,0.17704,0.005
32,2.501,10.27,0.17704,0.235
32,2.467,8.9,0.17704,0.395
32,2.3841,9.585,0.17704,0.445
32,2.26,10.27,0.17704,0.395
32,2.094,9.32,0.17704,0.205
32,2.203,10.27,0.17704,-0.015
32,2.189,9.32,0.17704,-0.155
33,3.875,8.52,0.16921,0.295
33,4.176,8.9,0.16921,0.615
33,4.119,8.9,0.16921,0.865
33,4.301,9.77,0.16921,0.945
33,4.119,9.77,0.16921,0.885
33,4.287,9.32,0.16921,0.645
33,4.506,9.32,0.16921,0.315
33,4.364,9.32,0.16921,-0.035
33,4.299,9.32,0.16921,-0.345
33,4.253,9.77,0.16921,-0.555
33,4.025,9.32,0.16921,-0.605
33,3.923,9.32,0.16921,-0.515
33,3.97,9.77,0.16921,-0.285
33,4.109,9.32,0.16921,0.035
33,3.872,8.52,0.16921,0.295
33,4.039,9.32,0.16921,0.415
33,3.908,9.32,0.16921,0.435
33,3.939,9.32,0.16921,0.285
33,4.141,10.27,0.16921,0.095
33,4.107,10.27,0.16921,-0.125
33,3.874,9.77,0.16921,-0.335
33,3.898,8.9,0.16921,-0.455
33,3.704,10.27,0.16921,-0.425
33,3.5952,10.02,0.16921,-0.285
33,3.501,9.77,0.16921,0.045
33,3.385,10.83,0.16921,0.375
33,3.582,9.77,0.16921,0.685
33,3.589,10.83,0.16921,0.905
33,3.531,10.83,0.16921,0.965
33,3.555,10.83,0.16921,0.825
33,3.588,8.52,0.16921,0.615
33,3.567,8.17,0.16921,0.225
33,3.213,8.52,0.16921,-0.125
33,3.29,9.77,0.16921,-0.455
33,3.009,8.17,0.16921,-0.645
33,3.027,11.45,0.16921,-0.635
33,3.02,9.32,0.16921,-0.545
33,2.916,8.52,0.16921,-0.275
33,2.873,9.77,0.16921,0.005
33,2.8738,9.5971,0.16921,0.235
33,2.8752,9.1463,0.16921,0.375
33,2.876,8.52,0.16921,0.385
33,2.656,7.28,0.16921,0.245
33,2.726,9.77,0.16921,0.035
33,2.648,10.83,0.16921,-0.205
33,2.714,10.3,0.16921,-0.375
33,2.78,9.77,0.16921,-0.435
33,2.731,10.27,0.16921,-0.415
33,2.79,11.45,0.16921,-0.215
33,2.872,11.45,0.16921,0.095
33,3.136,12.93,0.16921,0.425
33,3.0897,12.93,0.16921,0.725
33,2.9954,12.93,0.16921,0.915
