profile,Hs,Tp,beach_slope,water_level
33,2.92,12.93,0.16921,0.975
33,2.886,10.83,0.16921,0.805
33,2.866,11.45,0.16921,0.545
33,2.924,12.93,0.16921,0.145
33,3.025,12.93,0.16921,-0.155
33,2.951,12.93,0.16921,-0.505
33,2.727,12.93,0.16921,-0.625
33,2.913,12.93,0.16921,-0.585
33,2.726,12.14,0.16921,-0.405
33,2.5072,12.535,0.16921,-0.185
33,2.305,12.93,0.16921,0.095
33,2.166,12.14,0.16921,0.315
33,2.157,11.45,0.16921,0.435
33,2.125,12.14,0.16921,0.445
33,1.924,11.45,0.16921,0.255
33,1.824,11.45,0.16921,0.065
33,1.73,12.14,0.16921,-0.175
33,1.744,10.83,0.16921,-0.335
33,1.603,10.83,0.16921,-0.355
33,1.648,10.83,0.16921,-0.315
33,1.69,10.83,0.16921,-0.075
33,1.763,11.45,0.16921,0.185
33,1.661,10.83,0.16921,0.515
33,1.6618,10.144,0.16921,0.795
33,1.6647,9.3684,0.16921,0.925
33,1.6698,8.5983,0.16921,0.915
33,1.6779,7.9298,0.16921,0.735
33,1.6891,7.4584,0.16921,0.395
33,1.704,7.28,0.16921,0.075
33,1.805,13.82,0.16921,-0.205
33,1.871,7.28,0.16921,-0.465
33,2.115,10.27,0.16921,-0.585
33,2.257,9.77,0.16921,-0.495
33,2.683,9.77,0.16921,-0.325
33,2.8265,9.77,0.16921,-0.085
33,2.883,9.77,0.16921,0.165
33,2.795,10.27,0.16921,0.335
33,2.8464,10.643,0.16921,0.425
33,2.931,10.83,0.16921,0.365
33,2.996,10.83,0.16921,0.195
33,2.758,10.83,0.16921,-0.005
33,2.757,10.83,0.16921,-0.195
33,2.693,11.45,0.16921,-0.345
33,2.601,10.83,0.16921,-0.395
33,2.561,10.27,0.16921,-0.275
33,2.385,10.83,0.16921,-0.045
33,2.342,10.27,0.16921,0.255
33,2.238,10.27,0.16921,0.525
33,2.162,10.27,0.16921,0.735
33,2.3,10.27,0.16921,0.855
33,2.1965,9.585,0.16921,0.805
33,2.093,8.9,0.16921,0.595
33,2.199,9.77,0.16921,0.275
33,2.5,9.77,0.16921,-0.025
33,2.75,10.27,0.16921,-0.285
33,2.623,10.83,0.16921,-0.475
33,2.662,10.83,0.16921,-0.565
33,2.753,10.27,0.16921,-0.425
33,2.716,9.77,0.16921,-0.235
33,2.537,10.27,0.16921,0.005
33,2.501,10.27,0.16921,0.235
33,2.467,8.9,0.16921,0.395
33,2.3841,9.585,0.16921,0.445
33,2.26,10.27,0.16921,0.395
33,2.094,9.32,0.16921,0.205
33,2.203,10.27,0.16921,-0.015
33,2.189,9.32,0.16921,-0.155
34,3.875,8.52,0.14193,0.295
34,4.176,8.9,0.14193,0.615
34,4.119,8.9,0.14193,0.865
34,4.301,9.77,0.14193,0.945
34,4.119,9.77,0.14193,0.885
34,4.287,9.32,0.14193,0.645
34,4.506,9.32,0.14193,0.315
34,4.364,9.32,0.14193,-0.035
34,4.299,9.32,0.14193,-0.345
34,4.253,9.77,0.14193,-0.555
34,4.025,9.32,0.14193,-0.605
34,3.923,9.32,0.14193,-0.515
34,3.97,9.77,0.14193,-0.285
34,4.109,9.32,0.14193,0.035
34,3.872,8.52,0.14193,0.295
34,4.039,9.32,0.14193,0.415
34,3.908,9.32,0.14193,0.435
34,3.939,9.32,0.14193,0.285
34,4.141,10.27,0.14193,0.095
34,4.107,10.27,0.14193,-0.125
34,3.874,9.77,0.14193,-0.335
34,3.898,8.9,0.14193,-0.455
34,3.704,10.27,0.14193,-0.425
34,3.5952,10.02,0.14193,-0.285
34,3.501,9.77,0.14193,0.045
34,3.385,10.83,0.14193,0.375
34,3.582,9.77,0.14193,0.685
34,3.589,10.83,0.14193,0.905
34,3.531,10.83,0.14193,0.965
34,3.555,10.83,0.14193,0.825
34,3.588,8.52,0.14193,0.615
34,3.567,8.17,0.14193,0.225
34,3.213,8.52,0.14193,-0.125
34,3.29,9.77,0.14193,-0.455
34,3.009,8.17,0.14193,-0.645
34,3.027,11.45,0.14193,-0.635
34,3.02,9.32,0.14193,-0.545
34,2.916,8.52,0.14193,-0.275
34,2.873,9.77,0.14193,0.005
34,2.8738,9.5971,0.14193,0.235
34,2.8752,9.1463,0.14193,0.375
34,2.876,8.52,0.14193,0.385
34,2.656,7.28,0.14193,0.245
34,2.726,9.77,0.14193,0.035
34,2.648,10.83,0.14193,-0.205
34,2.714,10.3,0.14193,-0.375
34,2.78,9.77,0.14193,-0.435
34,2.731,10.27,0.14193,-0.415
34,2.79,11.45,0.14193,-0.215
34,2.872,11.45,0.14193,0.095
34,3.136,12.93,0.14193,0.425
34,3.0897,12.93,0.14193,0.725
34,2.9954,12.93,0.14193,0.915
34,2.92,12.93,0.14193,0.975
34,2.886,10.83,0.14193,0.805
34,2.866,11.45,0.14193,0.545
34,2.924,12.93,0.14193,0.145
34,3.025,12.93,0.14193,-0.155
34,2.951,12.93,0.14193,-0.505
34,2.727,12.93,0.14193,-0.625
34,2.913,12.93,0.14193,-0.585
34,2.726,12.14,0.14193,-0.405
34,2.5072,12.535,0.14193,-0.185
34,2.305,12.93,0.14193,0.095
34,2.166,12.14,0.14193,0.315
34,2.157,11.45,0.14193,0.435
34,2.125,12.14,0.14193,0.445
34,1.924,11.45,0.14193,0.255
34,1.824,11.45,0.14193,0.065
34,1.73,12.14,0.14193,-0.175
34,1.744,10.83,0.14193,-0.335
34,1.603,10.83,0.14193,-0.355
34,1.648,10.83,0.14193,-0.315
34,1.69,10.83,0.14193,-0.075
34,1.763,11.45,0.14193,0.185
34,1.661,10.83,0.14193,0.515
34,1.6618,10.144,0.14193,0.795
34,1.6647,9.3684,0.14193,0.925
34,1.6698,8.5983,0.14193,0.915
34,1.6779,7.9298,0.14193,0.735
34,1.6891,7.4584,0.14193,0.395
34,1.704,7.28,0.14193,0.075
34,1.805,13.82,0.14193,-0.205
34,1.871,7.28,0.14193,-0.465
34,2.115,10.27,0.14193,-0.585
34,2.257,9.77,0.14193,-0.495
34,2.683,9.77,0.14193,-0.325
34,2.8265,9.77,0.14193,-0.085
34,2.883,9.77,0.14193,0.165
34,2.795,10.27,0.14193,0.335
34,2.8464,10.643,0.14193,0.425
34,2.931,10.83,0.14193,0.365
34,2.996,10.83,0.14193,0.195
34,2.758,10.83,0.14193,-0.005
34,2.757,10.83,0.14193,-0.195
34,2.693,11.45,0.14193,-0.345
34,2.601,10.83,0.14193,-0.395
34,2.561,10.27,0.14193,-0.275
34,2.385,10.83,0.14193,-0.045
34,2.342,10.27,0.14193,0.255
34,2.238,10.27,0.14193,0.525
34,2.162,10.27,0.14193,0.735
34,2.3,10.27,0.14193,0.855
34,2.1965,9.585,0.14193,0.805
34,2.093,8.9,0.14193,0.595
34,2.199,9.77,0.14193,0.275
34,2.5,9.77,0.14193,-0.025
34,2.75,10.27,0.14193,-0.285
34,2.623,10.83,0.14193,-0.475
34,2.662,10.83,0.14193,-0.565
34,2.753,10.27,0.14193,-0.425
34,2.716,9.77,0.14193,-0.235
34,2.537,10.27,0.14193,0.005
34,2.501,10.27,0.14193,0.235
34,2.467,8.9,0.14193,0.395
34,2.3841,9.585,0.14193,0.445
34,2.26,10.27,0.14193,0.395
34,2.094,9.32,0.14193,0.205
34,2.203,10.27,0.14193,-0.015
34,2.189,9.32,0.14193,-0.155
35,3.875,8.52,0.15094,0.295
35,4.176,8.9,0.15094,0.615
35,4.119,8.9,0.15094,0.865
35,4.301,9.77,0.15094,0.945
35,4.119,9.77,0.15094,0.885
35,4.287,9.32,0.15094,0.645
35,4.506,9.32,0.15094,0.315
35,4.364,9.32,0.15094,-0.035
35,4.299,9.32,0.15094,-0.345
35,4.253,9.77,0.15094,-0.555
35,4.025,9.32,0.15094,-0.605
35,3.923,9.32,0.15094,-0.515
35,3.97,9.77,0.15094,-0.285
35,4.109,9.32,0.15094,0.035
35,3.872,8.52,0.15094,0.295
35,4.039,9.32,0.15094,0.415
35,3.908,9.32,0.15094,0.435
35,3.939,9.32,0.15094,0.285
35,4.141,10.27,0.15094,0.095
35,4.107,10.27,0.15094,-0.125
35,3.874,9.77,0.15094,-0.335
35,3.898,8.9,0.15094,-0.455
35,3.704,10.27,0.15094,-0.425
35,3.5952,10.02,0.15094,-0.285
35,3.501,9.77,0.15094,0.045
35,3.385,10.83,0.15094,0.375
35,3.582,9.77,0.15094,0.685
35,3.589,10.83,0.15094,0.905
35,3.531,10.83,0.15094,0.965
35,3.555,10.83,0.15094,0.825
35,3.588,8.52,0.15094,0.615
35,3.567,8.17,0.15094,0.225
35,3.213,8.52,0.15094,-0.125
35,3.29,9.77,0.15094,-0.455
35,3.009,8.17,0.15094,-0.645
35,3.027,11.45,0.15094,-0.635
35,3.02,9.32,0.15094,-0.545
35,2.916,8.52,0.15094,-0.275
35,2.873,9.77,0.15094,0.005
35,2.8738,9.5971,0.15094,0.235
35,2.8752,9.1463,0.15094,0.375
35,2.876,8.52,0.15094,0.385
35,2.656,7.28,0.15094,0.245
35,2.726,9.77,0.15094,0.035
35,2.648,10.83,0.15094,-0.205
35,2.714,10.3,0.15094,-0.375
35,2.78,9.77,0.15094,-0.435
35,2.731,10.27,0.15094,-0.415
35,2.79,11.45,0.15094,-0.215
35,2.872,11.45,0.15094,0.095
35,3.136,12.93,0.15094,0.425
35,3.0897,12.93,0.15094,0.725
35,2.9954,12.93,0.15094,0.915
35,2.92,12.93,0.15094,0.975
35,2.886,10.83,0.15094,0.805
35,2.866,11.45,0.15094,0.545
35,2.924,12.93,0.15094,0.145
35,3.025,12.93,0.15094,-0.155
35,2.951,12.93,0.15094,-0.505
35,2.727,12.93,0.15094,-0.625
35,2.913,12.93,0.15094,-0.585
35,2.726,12.14,0.15094,-0.405
35,2.5072,12.535,0.15094,-0.185
35,2.305,12.93,0.15094,0.095
35,2.166,12.14,0.15094,0.315
35,2.157,11.45,0.15094,0.435
35,2.125,12.14,0.15094,0.445
35,1.924,11.45,0.15094,0.255
35,1.824,11.45,0.15094,0.065
35,1.73,12.14,0.15094,-0.175
35,1.744,10.83,0.15094,-0.335
35,1.603,10.83,0.15094,-0.355
35,1.648,10.83,0.15094,-0.315
35,1.69,10.83,0.15094,-0.075
35,1.763,11.45,0.15094,0.185
35,1.661,10.83,0.15094,0.515
35,1.6618,10.144,0.15094,0.795
35,1.6647,9.3684,0.15094,0.925
35,1.6698,8.5983,0.15094,0.915
35,1.6779,7.9298,0.15094,0.735
35,1.6891,7.4584,0.15094,0.395
35,1.704,7.28,0.15094,0.075
35,1.805,13.82,0.15094,-0.205
35,1.871,7.28,0.15094,-0.465
35,2.115,10.27,0.15094,-0.585
35,2.257,9.77,0.15094,-0.495
35,2.683,9.77,0.15094,-0.325
35,2.8265,9.77,0.15094,-0.085
35,2.883,9.77,0.15094,0.165
35,2.795,10.27,0.15094,0.335
35,2.8464,10.643,0.15094,0.425
35,2.931,10.83,0.15094,0.365
35,2.996,10.83,0.15094,0.195
35,2.758,10.83,0.15094,-0.005
35,2.757,10.83,0.15094,-0.195
35,2.693,11.45,0.15094,-0.345
35,2.601,10.83,0.15094,-0.395
35,2.561,10.27,0.15094,-0.275
35,2.385,10.83,0.15094,-0.045
35,2.342,10.27,0.15094,0.255
35,2.238,10.27,0.15094,0.525
35,2.162,10.27,0.15094,0.735
35,2.3,10.27,0.15094,0.855
35,2.1965,9.585,0.15094,0.805
35,2.093,8.9,0.15094,0.595
35,2.199,9.77,0.15094,0.275
35,2.5,9.77,0.15094,-0.025
35,2.75,10.27,0.15094,-0.285
35,2.623,10.83,0.15094,-0.475
35,2.662,10.83,0.15094,-0.565
35,2.753,10.27,0.15094,-0.425
35,2.716,9.77,0.15094,-0.235
35,2.537,10.27,0.15094,0.005
35,2.501,10.27,0.15094,0.235
35,2.467,8.9,0.15094,0.395
35,2.3841,9.585,0.15094,0.445
35,2.26,10.27,0.15094,0.395
35,2.094,9.32,0.15094,0.205
35,2.203,10.27,0.15094,-0.015
35,2.189,9.32,0.15094,-0.155
36,3.875,8.52,0.14026,0.295
36,4.176,8.9,0.14026,0.615
36,4.119,8.9,0.14026,0.865
36,4.301,9.77,0.14026,0.945
36,4.119,9.77,0.14026,0.885
36,4.287,9.32,0.14026,0.645
36,4.506,9.32,0.14026,0.315
36,4.364,9.32,0.14026,-0.035
36,4.299,9.32,0.14026,-0.345
36,4.253,9.77,0.14026,-0.555
36,4.025,9.32,0.14026,-0.605
36,3.923,9.32,0.14026,-0.515
36,3.97,9.77,0.14026,-0.285
36,4.109,9.32,0.14026,0.035
36,3.872,8.52,0.14026,0.295
36,4.039,9.32,0.14026,0.415
36,3.908,9.32,0.14026,0.435
36,3.939,9.32,0.14026,0.285
36,4.141,10.27,0.14026,0.095
36,4.107,10.27,0.14026,-0.125
36,3.874,9.77,0.14026,-0.335
36,3.898,8.9,0.14026,-0.455
36,3.704,10.27,0.14026,-0.425
36,3.5952,10.02,0.14026,-0.285
36,3.501,9.77,0.14026,0.045
36,3.385,10.83,0.14026,0.375
36,3.582,9.77,0.14026,0.685
36,3.589,10.83,0.14026,0.905
36,3.531,10.83,0.14026,0.965
36,3.555,10.83,0.14026,0.825
36,3.588,8.52,0.14026,0.615
36,3.567,8.17,0.14026,0.225
36,3.213,8.52,0.14026,-0.125
36,3.29,9.77,0.14026,-0.455
36,3.009,8.17,0.14026,-0.645
36,3.027,11.45,0.14026,-0.635
36,3.02,9.32,0.14026,-0.545
36,2.916,8.52,0.14026,-0.275
36,2.873,9.77,0.14026,0.005
36,2.8738,9.5971,0.14026,0.235
36,2.8752,9.1463,0.14026,0.375
36,2.876,8.52,0.14026,0.385
36,2.656,7.28,0.14026,0.245
36,2.726,9.77,0.14026,0.035
36,2.648,10.83,0.14026,-0.205
36,2.714,10.3,0.14026,-0.375
36,2.78,9.77,0.14026,-0.435
36,2.731,10.27,0.14026,-0.415
36,2.79,11.45,0.14026,-0.215
36,2.872,11.45,0.14026,0.095
36,3.136,12.93,0.14026,0.425
36,3.0897,12.93,0.14026,0.725
36,2.9954,12.93,0.14026,0.915
36,2.92,12.93,0.14026,0.975
36,2.886,10.83,0.14026,0.805
36,2.866,11.45,0.14026,0.545
36,2.924,12.93,0.14026,0.145
36,3.025,12.93,0.14026,-0.155
36,2.951,12.93,0.14026,-0.505
36,2.727,12.93,0.14026,-0.625
36,2.913,12.93,0.14026,-0.585
36,2.726,12.14,0.14026,-0.405
36,2.5072,12.535,0.14026,-0.185
36,2.305,12.93,0.14026,0.095
36,2.166,12.14,0.14026,0.315
36,2.157,11.45,0.14026,0.435
36,2.125,12.14,0.14026,0.445
36,1.924,11.45,0.14026,0.255
36,1.824,11.45,0.14026,0.065
36,1.73,12.14,0.14026,-0.175
36,1.744,10.83,0.14026,-0.335
36,1.603,10.83,0.14026,-0.355
36,1.648,10.83,0.14026,-0.315
36,1.69,10.83,0.14026,-0.075
36,1.763,11.45,0.14026,0.185
36,1.661,10.83,0.14026,0.515
36,1.6618,10.144,0.14026,0.795
36,1.6647,9.3684,0.14026,0.925
36,1.6698,8.5983,0.14026,0.915
36,1.6779,7.9298,0.14026,0.735
36,1.6891,7.4584,0.14026,0.395
36,1.704,7.28,0.14026,0.075
36,1.805,13.82,0.14026,-0.205
36,1.871,7.28,0.14026,-0.465
36,2.115,10.27,0.14026,-0.585
36,2.257,9.77,0.14026,-0.495
36,2.683,9.77,0.14026,-0.325
36,2.8265,9.77,0.14026,-0.085
36,2.883,9.77,0.14026,0.165
36,2.795,10.27,0.14026,0.335
36,2.8464,10.643,0.14026,0.425
36,2.931,10.83,0.14026,0.365
36,2.996,10.83,0.14026,0.195
36,2.758,10.83,0.14026,-0.005
36,2.757,10.83,0.14026,-0.195
36,2.693,11.45,0.14026,-0.345
36,2.601,10.83,0.14026,-0.395
36,2.561,10.27,0.14026,-0.275
36,2.385,10.83,0.14026,-0.045
36,2.342,10.27,0.14026,0.255
36,2.238,10.27,0.14026,0.525
36,2.162,10.27,0.14026,0.735
36,2.3,10.27,0.14026,0.855
36,2.1965,9.585,0.14026,0.805
36,2.093,8.9,0.14026,0.595
36,2.199,9.77,0.14026,0.275
36,2.5,9.77,0.14026,-0.025
36,2.75,10.27,0.14026,-0.285
36,2.623,10.83,0.14026,-0.475
36,2.662,10.83,0.14026,-0.565
36,2.753,10.27,0.14026,-0.425
36,2.716,9.77,0.14026,-0.235
36,2.537,10.27,0.14026,0.005
36,2.501,10.27,0.14026,0.235
36,2.467,8.9,0.14026,0.395
36,2.3841,9.585,0.14026,0.445
36,2.26,10.27,0.14026,0.395
36,2.094,9.32,0.14026,0.205
36,2.203,10.27,0.14026,-0.015
36,2.189,9.32,0.14026,-0.155
37,3.875,8.52,0.15776,0.295
37,4.176,8.9,0.15776,0.615
37,4.119,8.9,0.15776,0.865
37,4.301,9.77,0.15776,0.945
37,4.119,9.77,0.15776,0.885
37,4.287,9.32,0.15776,0.645
37,4.506,9.32,0.15776,0.315
37,4.364,9.32,0.15776,-0.035
37,4.299,9.32,0.15776,-0.345
37,4.253,9.77,0.15776,-0.555
37,4.025,9.32,0.15776,-0.605
37,3.923,9.32,0.15776,-0.515
37,3.97,9.77,0.15776,-0.285
37,4.109,9.32,0.15776,0.035
37,3.872,8.52,0.15776,0.295
37,4.039,9.32,0.15776,0.415
37,3.908,9.32,0.15776,0.435
37,3.939,9.32,0.15776,0.285
37,4.141,10.27,0.15776,0.095
37,4.107,10.27,0.15776,-0.125
37,3.874,9.77,0.15776,-0.335
37,3.898,8.9,0.15776,-0.455
37,3.704,10.27,0.15776,-0.425
37,3.5952,10.02,0.15776,-0.285
37,3.501,9.77,0.15776,0.045
37,3.385,10.83,0.15776,0.375
37,3.582,9.77,0.15776,0.685
37,3.589,10.83,0.15776,0.905
37,3.531,10.83,0.15776,0.965
37,3.555,10.83,0.15776,0.825
37,3.588,8.52,0.15776,0.615
37,3.567,8.17,0.15776,0.225
37,3.213,8.52,0.15776,-0.125
37,3.29,9.77,0.15776,-0.455
37,3.009,8.17,0.15776,-0.645
37,3.027,11.45,0.15776,-0.635
37,3.02,9.32,0.15776,-0.545
37,2.916,8.52,0.15776,-0.275
37,2.873,9.77,0.15776,0.005
37,2.8738,9.5971,0.15776,0.235
37,2.8752,9.1463,0.15776,0.375
37,2.876,8.52,0.15776,0.385
37,2.656,7.28,0.15776,0.245
37,2.726,9.77,0.15776,0.035
37,2.648,10.83,0.15776,-0.205
37,2.714,10.3,0.15776,-0.375
37,2.78,9.77,0.15776,-0.435
37,2.731,10.27,0.15776,-0.415
37,2.79,11.45,0.15776,-0.215
37,2.872,11.45,0.15776,0.095
37,3.136,12.93,0.15776,0.425
37,3.0897,12.93,0.15776,0.725
37,2.9954,12.93,0.15776,0.915
37,2.92,12.93,0.15776,0.975
37,2.886,10.83,0.15776,0.805
37,2.866,11.45,0.15776,0.545
37,2.924,12.93,0.15776,0.145
37,3.025,12.93,0.15776,-0.155
37,2.951,12.93,0.15776,-0.505
37,2.727,12.93,0.15776,-0.625
37,2.913,12.93,0.15776,-0.585
37,2.726,12.14,0.15776,-0.405
37,2.5072,12.535,0.15776,-0.185
37,2.305,12.93,0.15776,0.095
37,2.166,12.14,0.15776,0.315
37,2.157,11.45,0.15776,0.435
37,2.125,12.14,0.15776,0.445
37,1.924,11.45,0.15776,0.255
37,1.824,11.45,0.15776,0.065
37,1.73,12.14,0.15776,-0.175
37,1.744,10.83,0.15776,-0.335
37,1.603,10.83,0.15776,-0.355
37,1.648,10.83,0.15776,-0.315
37,1.69,10.83,0.15776,-0.075
37,1.763,11.45,0.15776,0.185
37,1.661,10.83,0.15776,0.515
37,1.6618,10.144,0.15776,0.795
37,1.6647,9.3684,0.15776,0.925
37,1.6698,8.5983,0.15776,0.915
37,1.6779,7.9298,0.15776,0.735
37,1.6891,7.4584,0.15776,0.395
37,1.704,7.28,0.15776,0.075
37,1.805,13.82,0.15776,-0.205
37,1.871,7.28,0.15776,-0.465
37,2.115,10.27,0.15776,-0.585
37,2.257,9.77,0.15776,-0.495
37,2.683,9.77,0.15776,-0.325
37,2.8265,9.77,0.15776,-0.085
37,2.883,9.77,0.15776,0.165
37,2.795,10.27,0.15776,0.335
37,2.8464,10.643,0.15776,0.425
37,2.931,10.83,0.15776,0.365
37,2.996,10.83,0.15776,0.195
37,2.758,10.83,0.15776,-0.005
37,2.757,10.83,0.15776,-0.195
37,2.693,11.45,0.15776,-0.345
37,2.601,10.83,0.15776,-0.395
37,2.561,10.27,0.15776,-0.275
37,2.385,10.83,0.15776,-0.045
37,2.342,10.27,0.15776,0.255
37,2.238,10.27,0.15776,0.525
37,2.162,10.27,0.15776,0.735
37,2.3,10.27,0.15776,0.855
37,2.1965,9.585,0.15776,0.805
37,2.093,8.9,0.15776,0.595
37,2.199,9.77,0.15776,0.275
37,2.5,9.77,0.15776,-0.025
37,2.75,10.27,0.15776,-0.285
37,2.623,10.83,0.15776,-0.475
37,2.662,10.83,0.15776,-0.565
37,2.753,10.27,0.15776,-0.425
37,2.716,9.77,0.15776,-0.235
37,2.537,10.27,0.15776,0.005
37,2.501,10.27,0.15776,0.235
37,2.467,8.9,0.15776,0.395
37,2.3841,9.585,0.15776,0.445
37,2.26,10.27,0.15776,0.395
37,2.094,9.32,0.15776,0.205
37,2.203,10.27,0.15776,-0.015
37,2.189,9.32,0.15776,-0.155
38,3.875,8.52,0.14346,0.295
38,4.176,8.9,0.14346,0.615
38,4.119,8.9,0.14346,0.865
38,4.301,9.77,0.14346,0.945
38,4.119,9.77,0.14346,0.885
38,4.287,9.32,0.14346,0.645
38,4.506,9.32,0.14346,0.315
38,4.364,9.32,0.14346,-0.035
38,4.299,9.32,0.14346,-0.345
38,4.253,9.77,0.14346,-0.555
38,4.025,9.32,0.14346,-0.605
38,3.923,9.32,0.14346,-0.515
38,3.97,9.77,0.14346,-0.285
38,4.109,9.32,0.14346,0.035
38,3.872,8.52,0.14346,0.295
38,4.039,9.32,0.14346,0.415
38,3.908,9.32,0.14346,0.435
38,3.939,9.32,0.14346,0.285
38,4.141,10.27,0.14346,0.095
38,4.107,10.27,0.14346,-0.125
38,3.874,9.77,0.14346,-0.335
38,3.898,8.9,0.14346,-0.455
38,3.704,10.27,0.14346,-0.425
38,3.5952,10.02,0.14346,-0.285
38,3.501,9.77,0.14346,0.045
38,3.385,10.83,0.14346,0.375
38,3.582,9.77,0.14346,0.685
38,3.589,10.83,0.14346,0.905
38,3.531,10.83,0.14346,0.965
38,3.555,10.83,0.14346,0.825
38,3.588,8.52,0.14346,0.615
38,3.567,8.17,0.14346,0.225
38,3.213,8.52,0.14346,-0.125
38,3.29,9.77,0.14346,-0.455
38,3.009,8.17,0.14346,-0.645
38,3.027,11.45,0.14346,-0.635
38,3.02,9.32,0.14346,-0.545
38,2.916,8.52,0.14346,-0.275
38,2.873,9.77,0.14346,0.005
38,2.8738,9.5971,0.14346,0.235
38,2.8752,9.1463,0.14346,0.375
38,2.876,8.52,0.14346,0.385
38,2.656,7.28,0.14346,0.245
38,2.726,9.77,0.14346,0.035
38,2.648,10.83,0.14346,-0.205
38,2.714,10.3,0.14346,-0.375
38,2.78,9.77,0.14346,-0.435
38,2.731,10.27,0.14346,-0.415
38,2.79,11.45,0.14346,-0.215
38,2.872,11.45,0.14346,0.095
38,3.136,12.93,0.14346,0.425
38,3.0897,12.93,0.14346,0.725
38,2.9954,12.93,0.14346,0.915
38,2.92,12.93,0.14346,0.975
38,2.886,10.83,0.14346,0.805
38,2.866,11.45,0.14346,0.545
38,2.924,12.93,0.14346,0.145
38,3.025,12.93,0.14346,-0.155
38,2.951,12.93,0.14346,-0.505
38,2.727,12.93,0.14346,-0.625
38,2.913,12.93,0.14346,-0.585
38,2.726,12.14,0.14346,-0.405
38,2.5072,12.535,0.14346,-0.185
38,2.305,12.93,0.14346,0.095
38,2.166,12.14,0.14346,0.315
38,2.157,11.45,0.14346,0.435
38,2.125,12.14,0.14346,0.445
38,1.924,11.45,0.14346,0.255
38,1.824,11.45,0.14346,0.065
38,1.73,12.14,0.14346,-0.175
38,1.744,10.83,0.14346,-0.335
38,1.603,10.83,0.14346,-0.355
38,1.648,10.83,0.14346,-0.315
38,1.69,10.83,0.14346,-0.075
38,1.763,11.45,0.14346,0.185
38,1.661,10.83,0.14346,0.515
38,1.6618,10.144,0.14346,0.795
38,1.6647,9.3684,0.14346,0.925
38,1.6698,8.5983,0.14346,0.915
38,1.6779,7.9298,0.14346,0.735
38,1.6891,7.4584,0.14346,0.395
38,1.704,7.28,0.14346,0.075
38,1.805,13.82,0.14346,-0.205
38,1.871,7.28,0.14346,-0.465
38,2.115,10.27,0.14346,-0.585
38,2.257,9.77,0.14346,-0.495
38,2.683,9.77,0.14346,-0.325
38,2.8265,9.77,0.14346,-0.085
38,2.883,9.77,0.14346,0.165
38,2.795,10.27,0.14346,0.335
38,2.8464,10.643,0.14346,0.425
38,2.931,10.83,0.14346,0.365
38,2.996,10.83,0.14346,0.195
38,2.758,10.83,0.14346,-0.005
38,2.757,10.83,0.14346,-0.195
38,2.693,11.45,0.14346,-0.345
38,2.601,10.83,0.14346,-0.395
38,2.561,10.27,0.14346,-0.275
38,2.385,10.83,0.14346,-0.045
38,2.342,10.27,0.14346,0.255
38,2.238,10.27,0.14346,0.525
38,2.162,10.27,0.14346,0.735
38,2.3,10.27,0.14346,0.855
38,2.1965,9.585,0.14346,0.805
38,2.093,8.9,0.14346,0.595
38,2.199,9.77,0.14346,0.275
38,2.5,9.77,0.14346,-0.025
38,2.75,10.27,0.14346,-0.285
38,2.623,10.83,0.14346,-0.475
38,2.662,10.83,0.14346,-0.565
38,2.753,10.27,0.14346,-0.425
38,2.716,9.77,0.14346,-0.235
38,2.537,10.27,0.14346,0.005
38,2.501,10.27,0.14346,0.235
38,2.467,8.9,0.14346,0.395
38,2.3841,9.585,0.14346,0.445
38,2.26,10.27,0.14346,0.395
38,2.094,9.32,0.14346,0.205
38,2.203,10.27,0.14346,-0.015
38,2.189,9.32,0.14346,-0.155
39,3.875,8.52,0.14177,0.295
39,4.176,8.9,0.14177,0.615
39,4.119,8.9,0.14177,0.865
39,4.301,9.77,0.14177,0.945
39,4.119,9.77,0.14177,0.885
39,4.287,9.32,0.14177,0.645
39,4.506,9.32,0.14177,0.315
39,4.364,9.32,0.14177,-0.035
39,4.299,9.32,0.14177,-0.345
39,4.253,9.77,0.14177,-0.555
39,4.025,9.32,0.14177,-0.605
39,3.923,9.32,0.14177,-0.515
39,3.97,9.77,0.14177,-0.285
39,4.109,9.32,0.14177,0.035
39,3.872,8.52,0.14177,0.295
39,4.039,9.32,0.14177,0.415
39,3.908,9.32,0.14177,0.435
39,3.939,9.32,0.14177,0.285
39,4.141,10.27,0.14177,0.095
39,4.107,10.27,0.14177,-0.125
39,3.874,9.77,0.14177,-0.335
39,3.898,8.9,0.14177,-0.455
39,3.704,10.27,0.14177,-0.425
39,3.5952,10.02,0.14177,-0.285
39,3.501,9.77,0.14177,0.045
39,3.385,10.83,0.14177,0.375
39,3.582,9.77,0.14177,0.685
39,3.589,10.83,0.14177,0.905
39,3.531,10.83,0.14177,0.965
39,3.555,10.83,0.14177,0.825
39,3.588,8.52,0.14177,0.615
39,3.567,8.17,0.14177,0.225
39,3.213,8.52,0.14177,-0.125
39,3.29,9.77,0.14177,-0.455
39,3.009,8.17,0.14177,-0.645
39,3.027,11.45,0.14177,-0.635
39,3.02,9.32,0.14177,-0.545
39,2.916,8.52,0.14177,-0.275
39,2.873,9.77,0.14177,0.005
39,2.8738,9.5971,0.14177,0.235
39,2.8752,9.1463,0.14177,0.375
39,2.876,8.52,0.14177,0.385
39,2.656,7.28,0.14177,0.245
39,2.726,9.77,0.14177,0.035
39,2.648,10.83,0.14177,-0.205
