time,Hs,Tp,beach_slope,runup
26/05/2014 3:00,0.984475791,8.593490177,0.136045718,0.931058634
26/05/2014 4:00,0.926965292,9.860407564,0.145181314,0.899677992
26/05/2014 5:00,0.893847397,9.192153686,0.154587363,1.011087935
26/05/2014 6:00,0.948220587,10.63071053,0.147702027,1.014427328
26/05/2014 7:00,0.971633504,9.825113741,0.139570297,0.94930283
26/05/2014 8:00,0.855150092,9.94361805,0.151972562,0.89009543
26/05/2014 9:00,0.804889844,10.87245999,0.14815471,0.862540832
26/05/2014 10:00,0.958117098,11.52982272,0.12392696,0.790326648
26/05/2014 11:00,0.880831522,10.7186477,0.12064384,0.776977534
26/05/2014 12:00,0.837957575,10.71499997,0.119575388,0.856027367
26/05/2014 13:00,0.846634177,11.67389115,0.123943809,0.930084498
26/05/2014 14:00,1.047007075,12.39512812,0.129034947,1.094572686
26/05/2014 15:00,1.156805651,12.43408081,0.142748456,1.218884608
26/05/2014 16:00,1.21917044,10.65532795,0.15545132,1.522507647
26/05/2014 17:00,1.198472084,11.47865914,0.163944727,1.693714074
26/05/2014 18:00,1.19860498,13.37492158,0.16083903,1.519389887
26/05/2014 19:00,1.085074675,14.41416026,0.161460302,1.593721234
26/05/2014 20:00,1.133215351,13.36415755,0.143471157,1.441776069
26/05/2014 21:00,1.255687193,13.31942744,0.13176605,1.364302717
26/05/2014 22:00,1.008766825,13.53225107,0.11208506,1.138015447
26/05/2014 23:00,1.109081951,13.3923994,0.108034324,1.102006324
27/05/2014 0:00,1.043773136,13.43728134,0.10646916,1.009820682
27/05/2014 1:00,1.07764338,13.3545852,0.10186205,0.983960281
27/05/2014 2:00,0.936724129,12.50845719,0.099865956,1.00438025
27/05/2014 3:00,0.941727499,13.46773979,0.095728758,1.061799065
27/05/2014 4:00,0.971661435,10.60513049,0.112132515,1.099391042
27/05/2014 5:00,0.911200413,11.56294201,0.117283996,1.184438409
27/05/2014 6:00,0.978646169,12.35940605,0.123904093,1.156964002
27/05/2014 7:00,0.924565628,12.41674838,0.12338314,1.116517332
27/05/2014 8:00,0.805327519,12.5377214,0.144373565,1.044847101
27/05/2014 9:00,0.751724175,12.5510142,0.149053878,0.914290242
27/05/2014 10:00,0.835090303,12.39923395,0.105093911,0.870915521
27/05/2014 11:00,0.748614992,11.50926053,0.100976622,0.816813914
27/05/2014 12:00,0.79755213,12.36720507,0.089743406,0.827446969
27/05/2014 13:00,0.70007957,11.51703311,0.08879723,0.783556667
27/05/2014 14:00,0.714636347,12.44662068,0.072346358,0.808502938
27/05/2014 15:00,0.932741727,11.01741653,0.092294617,0.89283891
27/05/2014 16:00,0.847468008,10.4242886,0.137512991,1.004334535
27/05/2014 17:00,0.724538998,11.35363853,0.150859767,0.992859408
27/05/2014 18:00,0.636016498,11.4982512,0.1443202,1.018394819
27/05/2014 19:00,0.849660399,11.23972999,0.13821266,0.914160365
27/05/2014 20:00,0.620324805,12.64555438,0.135589803,0.988260187
27/05/2014 21:00,0.881624229,12.16051716,0.122346068,0.951526783
27/05/2014 22:00,0.79099126,12.36822775,0.115217091,0.869970935
27/05/2014 23:00,0.666554269,9.194751114,0.08700929,0.983186191
28/05/2014 0:00,0.649083238,9.194546989,0.08101894,0.863796128
28/05/2014 1:00,0.618023141,9.194184102,0.080386881,0.880705263
28/05/2014 2:00,0.589857452,9.194000932,0.083362775,0.821535539
28/05/2014 3:00,0.567510779,9.193926274,0.096676486,0.891312431
28/05/2014 4:00,0.554041114,9.078503118,0.114291707,0.809311968
28/05/2014 5:00,0.538492233,9.078448474,0.116567215,0.858370501
28/05/2014 6:00,0.528773998,9.078414364,0.120152542,0.942378465
28/05/2014 7:00,0.51623643,8.965467252,0.130283359,0.888548455
28/05/2014 8:00,0.505544711,8.965427887,0.142375261,0.849104951
28/05/2014 9:00,0.497834429,8.854895724,0.135847505,0.77416278
28/05/2014 10:00,0.486169272,8.854850889,0.117130695,0.619371016
28/05/2014 11:00,0.472954051,8.642672253,0.089326312,0.504553047
28/05/2014 12:00,0.466573897,8.541443722,0.058105017,0.438998577
28/05/2014 13:00,0.46209928,8.44228682,0.056123897,0.400329078
28/05/2014 14:00,0.455633577,8.345128884,0.064375388,0.412776178
28/05/2014 15:00,0.449780209,8.345114444,0.074638841,0.522001648
28/05/2014 16:00,0.446853425,8.345107252,0.081582289,0.537478136
28/05/2014 17:00,0.446197364,8.249907942,0.0965026,0.713706192
28/05/2014 18:00,0.450102251,8.249917285,0.114076501,0.816736251
28/05/2014 19:00,0.454983359,8.249928963,0.130434983,0.918342979
28/05/2014 20:00,0.45595958,8.249931299,0.160383015,0.86512871
28/05/2014 21:00,0.452054695,8.249921956,0.1582601,0.933416053
28/05/2014 22:00,0.445221344,8.249905551,0.159199679,0.792020549
28/05/2014 23:00,0.438387984,8.249889145,0.15016952,0.588038672
29/05/2014 0:00,0.433202098,10.51677524,0.079559013,0.365998416
29/05/2014 1:00,0.442878515,10.36910454,0.060882729,0.210595943
29/05/2014 2:00,0.472930861,10.22500005,0.053783425,0.187236896
29/05/2014 3:00,0.545439923,5.374516771,0.052704007,0.188188478
29/05/2014 4:00,0.627451522,5.866868276,0.057860911,0.206944383
29/05/2014 5:00,0.700516582,6.993449248,0.069463624,0.294881062
29/05/2014 6:00,0.761775787,7.27403093,0.096588796,0.474644724
29/05/2014 7:00,0.801423127,7.348399771,0.115287759,0.530983513
29/05/2014 8:00,0.823504449,7.278554422,0.148338544,0.603128225
29/05/2014 9:00,0.838124543,7.140922594,0.153061484,0.635555577
29/05/2014 10:00,0.848556469,6.764398127,0.157058627,0.628173241
29/05/2014 11:00,0.850807184,6.490996478,0.152003928,0.440376985
29/05/2014 12:00,0.849391061,6.387276267,0.136816247,0.353013495
29/05/2014 13:00,0.84403286,6.188645572,0.111625937,0.277612776
29/05/2014 14:00,0.838151774,6.092905849,0.105344009,0.305916642
29/05/2014 15:00,0.826162637,6.005850219,0.113885414,0.412011712
29/05/2014 16:00,0.809244452,5.920773482,0.142539309,0.608477264
29/05/2014 17:00,0.786509864,5.835387368,0.143678391,0.740324111
29/05/2014 18:00,0.764788222,5.75156202,0.131519578,0.806894434
29/05/2014 19:00,0.746959376,5.670367247,0.148643116,0.871755451
29/05/2014 20:00,0.736378285,5.666485046,0.144018905,0.931303414
29/05/2014 21:00,0.736597485,5.703944025,0.136831272,0.893898055
29/05/2014 22:00,0.745997096,5.670014276,0.148505258,0.772169205
29/05/2014 23:00,0.757258988,5.637536215,0.132435504,0.726160429
30/05/2014 0:00,0.763663553,5.603942461,0.113793179,0.541765515
30/05/2014 1:00,0.75757951,5.566001865,0.096641051,0.442448941
30/05/2014 2:00,0.743027519,7.13273543,0.075486297,0.301855232
30/05/2014 3:00,0.732883067,6.99663626,0.074732828,0.369599636
30/05/2014 4:00,0.731811013,6.748981622,0.063109261,0.398858995
30/05/2014 5:00,0.722242822,10.08542383,0.049844792,0.468831721
30/05/2014 6:00,0.728879283,9.948391549,0.086115719,0.579601518
30/05/2014 7:00,0.734515271,9.814563259,0.123033807,0.65487723
30/05/2014 8:00,0.737579102,9.557635741,0.131801575,0.691327358
30/05/2014 9:00,0.495086183,5.577577925,0.135086341,0.692996356
30/05/2014 10:00,0.457608596,6.490191324,0.111672073,0.65079497
30/05/2014 11:00,0.490152594,6.94800525,0.117759838,0.634528296
30/05/2014 12:00,0.524800378,7.436806478,0.111846247,0.613272096
30/05/2014 13:00,0.558993863,7.936608726,0.109796464,0.537147985
30/05/2014 14:00,0.614857508,7.446032357,0.103079811,0.49272213
30/05/2014 15:00,0.689702698,7.395158492,0.103731373,0.540861346
30/05/2014 16:00,0.765754121,6.9298722,0.105603765,0.659409042
30/05/2014 17:00,0.674113714,7.005776829,0.102130874,0.711441722
30/05/2014 18:00,0.828759626,7.289162788,0.11930272,0.75067314
30/05/2014 19:00,0.835421225,6.607765991,0.145356815,0.852588695
30/05/2014 20:00,0.744951063,10.9324217,0.148596627,0.886790566
30/05/2014 21:00,0.826394621,8.770344071,0.149269362,0.907450606
30/05/2014 22:00,0.848767941,10.05540543,0.143428015,0.967154538
30/05/2014 23:00,0.882235135,9.344966943,0.137154953,0.930016165
31/05/2014 0:00,0.909973749,10.77786361,0.128478212,0.837398519
31/05/2014 1:00,0.956956778,9.288395048,0.119150113,0.782966111
31/05/2014 2:00,0.976562519,10.00551905,0.110359896,0.665126401
31/05/2014 3:00,0.832863977,10.81003832,0.100517959,0.611636904
31/05/2014 4:00,0.873847671,9.97386651,0.09798501,0.611567979
31/05/2014 5:00,0.965737031,8.637363173,0.10515815,0.724438882
31/05/2014 6:00,0.956630343,9.923428657,0.126932753,0.822986918
31/05/2014 7:00,0.779155229,9.40315383,0.148536543,0.879053559
31/05/2014 8:00,0.743122129,9.453080675,0.150274922,0.867697218
31/05/2014 9:00,0.677397649,10.94065042,0.152820233,0.913451429
31/05/2014 10:00,0.691199759,10.95087448,0.147112464,0.848981182
31/05/2014 11:00,0.855865008,8.657009325,0.137668237,0.805613532
31/05/2014 12:00,0.715305365,10.11569939,0.113133581,0.708412432
31/05/2014 13:00,0.64899606,10.23894541,0.101356163,0.595729958
31/05/2014 14:00,0.638810974,10.21318546,0.0836691,0.495470667
31/05/2014 15:00,0.595977169,9.569399602,0.077598659,0.450756624
31/05/2014 16:00,0.676722588,10.06325638,0.085590778,0.472659367
31/05/2014 17:00,0.736854862,9.287797056,0.102104593,0.59894276
31/05/2014 18:00,0.758769814,8.107549415,0.125181498,0.713995258
31/05/2014 19:00,0.806426852,8.621819932,0.13626705,0.862877101
31/05/2014 20:00,0.727396398,8.641597772,0.149057113,0.877461176
31/05/2014 21:00,0.654935845,8.714690932,0.142339781,0.906685861
31/05/2014 22:00,0.643237103,9.303877121,0.145854421,0.934270946
31/05/2014 23:00,0.639427079,10.05556564,0.134657311,0.830019339
1/06/2014 0:00,0.621102497,10.10914237,0.124638172,0.745187924
1/06/2014 1:00,0.82584223,9.192947643,0.09905854,0.674452291
1/06/2014 2:00,1.095438505,9.103090482,0.087935247,0.62341631
1/06/2014 3:00,1.384784597,5.171606443,0.074737292,0.723685869
1/06/2014 4:00,1.211389324,9.765280703,0.085835669,0.752792518
1/06/2014 5:00,1.255012934,8.522680655,0.087210447,0.73636529
1/06/2014 6:00,1.563318947,5.875279406,0.094757475,0.825451603
1/06/2014 7:00,1.521124911,5.72476064,0.09601313,0.932323612
1/06/2014 8:00,1.509491699,5.879250816,0.122804537,1.010142373
1/06/2014 9:00,1.306258144,5.966673003,0.15001206,1.099510794
1/06/2014 10:00,1.43258327,5.98755982,0.155985707,1.07793001
1/06/2014 11:00,1.425152026,6.183154071,0.166571879,1.042058154
1/06/2014 12:00,1.493868231,6.664157005,0.147999463,0.994749609
1/06/2014 13:00,1.468067916,6.188205855,0.13365857,0.944514528
1/06/2014 14:00,1.429242187,6.184714129,0.125625486,0.839226932
1/06/2014 15:00,1.41571117,5.804811299,0.121317184,0.744397405
1/06/2014 16:00,1.375318673,6.158783473,0.115402078,0.782581964
1/06/2014 17:00,1.341463527,6.150690576,0.115148448,0.817997606
1/06/2014 18:00,1.38946658,5.9755537,0.127172756,0.948750632
1/06/2014 19:00,1.630114935,6.690831373,0.148420679,1.123272995
1/06/2014 20:00,1.592855439,6.690482464,0.211516306,1.15530924
1/06/2014 21:00,1.721007345,6.717183126,0.176621077,0.930310774
1/06/2014 22:00,1.649807203,6.708375367,0.173862069,1.206162892
1/06/2014 23:00,1.675316568,6.466128516,0.15831777,1.072128429
2/06/2014 0:00,1.653093362,6.961440565,0.16182419,1.06246368
2/06/2014 1:00,1.5701603,6.213882626,0.156095747,0.973036256
2/06/2014 2:00,1.512415819,6.210494066,0.103726954,0.847323501
2/06/2014 3:00,1.675886811,6.253565413,0.085284305,0.882531801
2/06/2014 4:00,1.692381674,6.705045651,0.061451351,0.825134411
2/06/2014 5:00,1.56235523,6.225346326,0.066543765,0.789648039
2/06/2014 6:00,1.556801328,6.680294372,0.070765142,0.808244579
2/06/2014 7:00,1.497427791,6.536055981,0.07857432,0.821908251
2/06/2014 8:00,1.431561155,6.38902369,0.095372907,0.883291369
2/06/2014 9:00,1.425708255,6.635906008,0.118813049,0.94963917
2/06/2014 10:00,1.324845117,6.145978446,0.142560379,0.954965669
2/06/2014 11:00,1.243664913,6.359243861,0.144918812,0.955085598
2/06/2014 12:00,1.135999025,6.604209485,0.139018185,0.909454338
2/06/2014 13:00,1.173162002,6.347245296,0.141364297,0.819272645
2/06/2014 14:00,1.238645918,6.355747121,0.147446838,0.709205092
2/06/2014 15:00,1.16918737,6.608501733,0.132110871,0.68365254
2/06/2014 16:00,1.136753327,6.604307036,0.124939577,0.616791673
2/06/2014 17:00,1.120873222,6.882109116,0.121549489,0.700282373
2/06/2014 18:00,1.167345309,6.891857206,0.123134831,0.745133064
2/06/2014 19:00,1.122441769,7.225779923,0.143546494,0.792184646
2/06/2014 20:00,0.892043746,7.23398784,0.161338651,0.863607501
2/06/2014 21:00,1.101294152,6.885252132,0.173677482,1.011480099
2/06/2014 22:00,1.203391021,7.22531272,0.182544549,1.073009954
2/06/2014 23:00,1.090956107,7.229800261,0.191657121,1.057499829
3/06/2014 0:00,1.062452312,6.891106467,0.186710618,1.002585379
3/06/2014 1:00,1.116063752,8.486929958,0.162666781,0.835747819
3/06/2014 2:00,0.927022082,7.245660703,0.144003885,0.759005934
3/06/2014 3:00,1.171107248,7.588444598,0.116160297,0.711129547
3/06/2014 4:00,0.944548452,7.236064095,0.091516871,0.577442129
3/06/2014 5:00,1.126446603,7.592286466,0.090849225,0.576436254
3/06/2014 6:00,0.949295548,7.229571605,0.093285331,0.529181901
3/06/2014 7:00,1.076768209,7.226388118,0.100040468,0.627862194
3/06/2014 8:00,0.96162321,7.231150789,0.113186534,0.644354703
3/06/2014 9:00,0.999183978,7.613603066,0.136099862,0.761644061
3/06/2014 10:00,0.82608509,6.881150199,0.14657421,0.770950608
3/06/2014 11:00,0.896069436,6.879888473,0.163791049,0.820458712
3/06/2014 12:00,0.761866613,7.24897244,0.158732869,0.858474925
3/06/2014 13:00,0.889885042,6.87948643,0.153377002,0.79237683
3/06/2014 14:00,0.942196805,7.602733783,0.159644299,0.779552853
3/06/2014 15:00,0.921433902,7.599434589,0.149888714,0.684390889
3/06/2014 16:00,0.713570607,7.262347549,0.146491704,0.641587806
3/06/2014 17:00,0.872000039,8.040495562,0.142548421,0.623071606
3/06/2014 18:00,0.84063491,7.61238126,0.128602527,0.615688506
3/06/2014 19:00,0.68703356,7.640655748,0.13557702,0.654430924
3/06/2014 20:00,0.678928175,7.647339468,0.154727865,0.76318018
3/06/2014 21:00,0.848792655,8.038468105,0.16150219,0.830007363
3/06/2014 22:00,0.463588669,6.984866507,0.174423444,0.885008637
3/06/2014 23:00,0.443677214,6.996419286,0.178158786,0.853326554
4/06/2014 0:00,0.789907338,8.512064629,0.180252398,0.925727006
4/06/2014 1:00,0.658874258,12.28457595,0.175596274,0.844355829
4/06/2014 2:00,0.365832666,7.55292779,0.162775579,0.703892759
4/06/2014 3:00,0.801122318,11.16084928,0.138286113,0.622737497
4/06/2014 4:00,0.397398932,7.098748462,0.125383369,0.520082878
4/06/2014 5:00,0.762584375,10.37749906,0.125227044,0.448495975
4/06/2014 6:00,0.592543405,7.706143535,0.126709606,0.40378061
4/06/2014 7:00,0.449022751,7.035273572,0.036554837,0.395312658
4/06/2014 8:00,0.509985454,6.935273514,0.023508655,0.37870522
4/06/2014 9:00,0.393345704,6.710306598,0.066726158,0.429537993
4/06/2014 10:00,0.442973778,7.385905865,0.117816427,0.536529242
4/06/2014 11:00,0.444110428,6.986604614,0.143286612,0.639887705
4/06/2014 12:00,0.517429496,7.75064449,0.157192202,0.6869594
4/06/2014 13:00,0.801514978,9.016078403,0.16604788,0.74103682
4/06/2014 14:00,0.316555199,7.593234258,0.165133886,0.751090423
4/06/2014 15:00,0.662120909,8.107067932,0.162236921,0.684022952
4/06/2014 16:00,0.375292181,8.121273994,0.155557875,0.566434719
4/06/2014 17:00,0.427806833,7.970496488,0.148101642,0.497846776
4/06/2014 18:00,0.481951117,7.085547864,0.139006006,0.497522736
4/06/2014 19:00,0.557202695,6.724767162,0.14158072,0.452486813
4/06/2014 20:00,0.704135194,7.326131218,0.150870075,0.602433231
4/06/2014 21:00,0.757586585,7.308706696,0.159085405,0.639674616
4/06/2014 22:00,0.539298138,6.749865946,0.163584713,0.751684995
4/06/2014 23:00,0.616063828,7.045877214,0.165279652,0.783883229
5/06/2014 0:00,0.643436577,6.665092361,0.180062022,0.829378335
5/06/2014 1:00,0.565420261,6.418446841,0.176402647,0.823219992
5/06/2014 2:00,0.643528371,6.075342973,0.157743701,0.744704248
5/06/2014 3:00,0.738333758,7.286427198,0.13825266,0.62105791
5/06/2014 4:00,0.539351728,6.716726848,0.108476222,0.506902828
5/06/2014 5:00,0.665709796,6.923764501,0.111108942,0.36073332
5/06/2014 6:00,0.494033184,6.74305327,0.062581307,0.300306375
5/06/2014 7:00,0.462214271,7.0977248,0.025540348,0.253381121
5/06/2014 8:00,0.561944548,6.647073187,0.01510778,0.294684564
5/06/2014 9:00,0.384845659,6.538881332,0.078381448,0.347447179
5/06/2014 10:00,0.530840434,6.363279803,0.117608524,0.441792467
5/06/2014 11:00,0.538127522,6.092946894,0.12889443,0.570563139
5/06/2014 12:00,0.705952814,6.046409969,0.12733619,0.626683523
5/06/2014 13:00,0.539797009,6.646853833,0.137459486,0.658182645
5/06/2014 14:00,0.539761494,6.060265282,0.143546371,0.638810324
5/06/2014 15:00,0.652312838,6.037810418,0.137735484,0.60435882
5/06/2014 16:00,0.716370755,6.29671228,0.142531251,0.508504689
5/06/2014 17:00,0.609508925,6.299792354,0.142893072,0.429202774
5/06/2014 18:00,0.671027077,5.611820648,0.143587175,0.423737158
5/06/2014 19:00,0.495950877,5.591762703,0.151299594,0.39454204
5/06/2014 20:00,0.419125472,5.236603981,0.150512319,0.356471688
5/06/2014 21:00,0.444749938,5.388530523,0.135535366,0.38420588
5/06/2014 22:00,0.469231682,5.537357813,0.143900066,0.475600389
5/06/2014 23:00,0.494528581,5.699057644,0.141445829,0.574559833
